#    L    TT             EE             BB             TE          
   330   0.411682E+04   0.194842E+02   0.194246E-02   0.151908E+03
   331   0.407468E+04   0.197281E+02   0.192351E-02   0.150881E+03
   332   0.403275E+04   0.199718E+02   0.190494E-02   0.149812E+03
   333   0.399112E+04   0.202138E+02   0.188677E-02   0.148694E+03
   334   0.394986E+04   0.204546E+02   0.186899E-02   0.147526E+03
   335   0.390882E+04   0.206929E+02   0.185164E-02   0.146310E+03
   336   0.386817E+04   0.209300E+02   0.183472E-02   0.145052E+03
   337   0.382789E+04   0.211660E+02   0.181825E-02   0.143738E+03
   338   0.378793E+04   0.213994E+02   0.180223E-02   0.142390E+03
   339   0.374843E+04   0.216323E+02   0.178669E-02   0.140992E+03
   340   0.370924E+04   0.218625E+02   0.177164E-02   0.139561E+03
   341   0.367038E+04   0.220900E+02   0.175709E-02   0.138073E+03
   342   0.363198E+04   0.223169E+02   0.174305E-02   0.136544E+03
   343   0.359399E+04   0.225404E+02   0.172954E-02   0.134974E+03
   344   0.355647E+04   0.227617E+02   0.171657E-02   0.133363E+03
   345   0.351929E+04   0.229803E+02   0.170416E-02   0.131710E+03
   346   0.348258E+04   0.231975E+02   0.169232E-02   0.130024E+03
   347   0.344630E+04   0.234110E+02   0.168106E-02   0.128289E+03
   348   0.341050E+04   0.236217E+02   0.167039E-02   0.126513E+03
   349   0.337512E+04   0.238302E+02   0.166034E-02   0.124696E+03
   350   0.334024E+04   0.240350E+02   0.165091E-02   0.122846E+03
   351   0.330601E+04   0.242375E+02   0.164211E-02   0.120955E+03
   352   0.327205E+04   0.244371E+02   0.163394E-02   0.119023E+03
   353   0.323867E+04   0.246329E+02   0.162636E-02   0.117065E+03
   354   0.320572E+04   0.248257E+02   0.161937E-02   0.115061E+03
   355   0.317334E+04   0.250154E+02   0.161295E-02   0.113023E+03
   356   0.314147E+04   0.252021E+02   0.160707E-02   0.110961E+03
   357   0.311010E+04   0.253850E+02   0.160173E-02   0.108860E+03
   358   0.307931E+04   0.255634E+02   0.159690E-02   0.106735E+03
   359   0.304895E+04   0.257386E+02   0.159256E-02   0.104571E+03
   360   0.301917E+04   0.259107E+02   0.158870E-02   0.102379E+03
   361   0.298990E+04   0.260790E+02   0.158530E-02   0.100156E+03
   362   0.296120E+04   0.262434E+02   0.158234E-02   0.979052E+02
   363   0.293302E+04   0.264046E+02   0.157981E-02   0.956283E+02
   364   0.290541E+04   0.265604E+02   0.157768E-02   0.933223E+02
   365   0.287832E+04   0.267130E+02   0.157594E-02   0.909933E+02
   366   0.285181E+04   0.268617E+02   0.157457E-02   0.886386E+02
   367   0.282588E+04   0.270049E+02   0.157355E-02   0.862608E+02
   368   0.280039E+04   0.271450E+02   0.157287E-02   0.838616E+02
   369   0.277564E+04   0.272810E+02   0.157251E-02   0.814390E+02
   370   0.275140E+04   0.274122E+02   0.157244E-02   0.789986E+02
   371   0.272767E+04   0.275387E+02   0.157266E-02   0.765368E+02
   372   0.270452E+04   0.276612E+02   0.157313E-02   0.740585E+02
   373   0.268197E+04   0.277789E+02   0.157386E-02   0.715609E+02
   374   0.266000E+04   0.278925E+02   0.157481E-02   0.690479E+02
   375   0.263855E+04   0.280013E+02   0.157597E-02   0.665200E+02
   376   0.261777E+04   0.281060E+02   0.157733E-02   0.639773E+02
   377   0.259757E+04   0.282051E+02   0.157886E-02   0.614231E+02
   378   0.257789E+04   0.282993E+02   0.158054E-02   0.588547E+02
   379   0.255881E+04   0.283894E+02   0.158237E-02   0.562768E+02
   380   0.254039E+04   0.284753E+02   0.158432E-02   0.536875E+02
   381   0.252249E+04   0.285534E+02   0.158636E-02   0.510900E+02
   382   0.250511E+04   0.286287E+02   0.158850E-02   0.484853E+02
   383   0.248840E+04   0.286984E+02   0.159070E-02   0.458723E+02
   384   0.247236E+04   0.287623E+02   0.159295E-02   0.432549E+02
   385   0.245676E+04   0.288228E+02   0.159524E-02   0.406319E+02
   386   0.244184E+04   0.288775E+02   0.159754E-02   0.380057E+02
   387   0.242744E+04   0.289265E+02   0.159983E-02   0.353768E+02
   388   0.241364E+04   0.289705E+02   0.160210E-02   0.327468E+02
   389   0.240043E+04   0.290072E+02   0.160434E-02   0.301160E+02
   390   0.238783E+04   0.290418E+02   0.160651E-02   0.274869E+02
   391   0.237582E+04   0.290699E+02   0.160861E-02   0.248583E+02
   392   0.236434E+04   0.290944E+02   0.161062E-02   0.222335E+02
   393   0.235354E+04   0.291123E+02   0.161252E-02   0.196119E+02
